iter	Logloss
0	0.5919454134
1	0.5173023207
2	0.4707289551
3	0.431900809
4	0.4125114298
5	0.3961125128
6	0.3816902062
7	0.3652238423
8	0.3458322566
9	0.3343182316
10	0.32186623
11	0.3085688351
12	0.3011035801
13	0.2970698996
14	0.2918852482
15	0.2877463963
16	0.282087068
17	0.2757929001
18	0.2725519966
19	0.2647969313
20	0.2547637508
21	0.2496040437
22	0.2470799668
23	0.2434733044
24	0.2334859599
25	0.2271647799
26	0.2216518665
27	0.2173093628
28	0.2112373282
29	0.2086666581
30	0.2060951225
31	0.2029415738
32	0.2009641828
33	0.1987262864
34	0.18079987
35	0.1784363126
36	0.1748584097
37	0.1627299051
38	0.1607493766
39	0.1584318163
40	0.1517767686
41	0.1479436966
42	0.1463896714
43	0.1450797376
44	0.1444849696
45	0.1429924978
46	0.1409873842
47	0.1389050185
48	0.1366635443
49	0.1354149468
50	0.1309644528
51	0.1275534872
52	0.1261819182
53	0.1217910616
54	0.1208650014
55	0.1185677417
56	0.1163659888
57	0.1128619871
58	0.112101341
59	0.1111449107
60	0.1094224411
61	0.1074100261
62	0.1064524869
63	0.1038811968
64	0.1023651077
65	0.101762088
66	0.1005456919
67	0.09939231544
68	0.0985489088
69	0.09643770966
70	0.09598222429
71	0.09531961831
72	0.09126002551
73	0.08992340568
74	0.08904799539
75	0.08863505003
76	0.08773395018
77	0.08667547809
78	0.0851920815
79	0.08417182078
80	0.08353871963
81	0.08052310505
82	0.07990005239
83	0.07906477411
84	0.07642451866
85	0.07505182037
86	0.07248419956
87	0.0713350759
88	0.06980334489
89	0.06927395648
90	0.06799615799
91	0.06559450258
92	0.06412582733
93	0.06372291257
94	0.06288261304
95	0.06191796388
96	0.06023339086
97	0.05961716778
98	0.05911494455
99	0.05822172289
100	0.05675958353
101	0.05618225743
102	0.05426079252
103	0.05255094889
104	0.05099213463
105	0.04928582405
106	0.04796539792
107	0.04624727112
108	0.04562811224
109	0.04507597314
110	0.04442799686
111	0.04391781521
112	0.04256974179
113	0.04203929441
114	0.04151076752
115	0.04111693931
116	0.04073369872
117	0.04041952313
118	0.04014784235
119	0.03958730201
120	0.03877530989
121	0.03842807619
122	0.03813276751
123	0.03787719951
124	0.03756839225
125	0.03709380543
126	0.03652971693
127	0.03602594475
128	0.03569307539
129	0.03546682258
130	0.03516010026
131	0.0347436588
132	0.03457146874
133	0.03327360438
134	0.03278340381
135	0.03239731643
136	0.031642837
137	0.03125977042
138	0.03079213037
139	0.03049551261
140	0.03030489123
141	0.03007268774
142	0.02954243577
143	0.02917582094
144	0.02875145508
145	0.02848154903
146	0.0282928626
147	0.02776674647
148	0.02763919436
149	0.02732588533
150	0.02691779056
151	0.02660698723
152	0.02651424043
153	0.02637808553
154	0.02616468155
155	0.02591151592
156	0.02582257798
157	0.02549671068
158	0.02522824771
159	0.02507817851
160	0.02496586153
161	0.02470334186
162	0.0245456957
163	0.02438779761
164	0.02427671952
165	0.02409072674
166	0.02393226142
167	0.02372209876
168	0.02359123989
169	0.02323367278
170	0.02292390666
171	0.02277693288
172	0.02274884111
173	0.0226509455
174	0.02248432545
175	0.02227589314
176	0.02210480134
177	0.0220488319
178	0.02177349546
179	0.02152209684
180	0.02123025935
181	0.0209375732
182	0.02080971541
183	0.02044024913
184	0.02023013146
185	0.02011094042
186	0.02002854252
187	0.01993694305
188	0.01983384911
189	0.01972842355
190	0.01960438032
191	0.01946268666
192	0.01930330373
193	0.01908525201
194	0.01868939144
195	0.01848761908
196	0.01802580265
197	0.01776865102
198	0.0176454823
199	0.01730360057
200	0.01721909685
201	0.01714209079
202	0.01696873704
203	0.01691072429
204	0.0167762825
205	0.01664687284
206	0.0165687932
207	0.01649738271
208	0.01640645549
209	0.01627003887
210	0.01612771605
211	0.01609375984
212	0.01591711059
213	0.01586820988
214	0.0158178385
215	0.01552828004
216	0.01540047849
217	0.01531541015
218	0.01519741289
219	0.0151118372
220	0.01496611897
221	0.01485658167
222	0.01476514883
223	0.01471236128
224	0.01467638761
225	0.01457194931
226	0.01454234934
227	0.01441855555
228	0.01420029163
229	0.01413304897
230	0.01379898124
231	0.01357102825
232	0.01351499835
233	0.01342630898
234	0.01328822175
235	0.01318758545
236	0.01313838535
237	0.01306947077
238	0.01305965099
239	0.0130337905
240	0.01288696248
241	0.01285362799
242	0.01280329253
243	0.0127338148
244	0.01267917087
245	0.01265649766
246	0.01261632344
247	0.01255040351
248	0.0125290155
249	0.01240633779
250	0.01231656286
251	0.01226671826
252	0.01218631622
253	0.01212139378
254	0.01202045955
255	0.01194113487
256	0.01190054092
257	0.01179175019
258	0.01170872167
259	0.01166431214
260	0.01158033681
261	0.01155546708
262	0.01151608866
263	0.01141359408
264	0.01132588394
265	0.01124647047
266	0.01119871753
267	0.01118103994
268	0.0111704876
269	0.01090972121
270	0.01087287915
271	0.01081200639
272	0.01065839852
273	0.01060161342
274	0.01056873824
275	0.01053411957
276	0.0105075217
277	0.0104544365
278	0.01039451655
279	0.01033999018
280	0.01025995003
281	0.01011929709
282	0.01007263744
283	0.01001179317
284	0.01001150867
285	0.009977810963
286	0.009930968029
287	0.009872186494
288	0.009772470863
289	0.009744277154
290	0.009679422919
291	0.00964513139
292	0.009628743381
293	0.009573244793
294	0.009521282541
295	0.009460103092
296	0.009421587648
297	0.00937058535
298	0.009318712769
299	0.009263186871
